Date,us_Trade Weighted Dollar Index,kr_fx,jp_fx,us_ret,kr_ret,jp_ret,kr_us_spread,jp_us_spread,kr_jp_spread,corr_us_kr,corr_us_jp,corr_kr_jp,us_ret_lag1,kr_ret_lag1,jp_ret_lag1,US_Interest_Rate,KR_Interest_Rate,JP_Interest_Rate,US_GDP,KR_GDP,JP_GDP,US_CPI,KR_CPI,JP_CPI,US_Employment,KR_Employment,JP_Employment,US_Unemployment,KR_Unemployment,JP_Unemployment,US_Trade_Balance,KR_Trade_Balance,JP_Trade_Balance
2011-11,86.40440855961442,1094.3796388981061,77.36693764006077,0.009268958351606032,0.006204081746004751,-0.008772247424713418,-0.0030648766056013245,-0.01804120577631949,0.01497632917071813,0.7847807271650654,-0.1123886009375289,-0.2743396124282037,0.00682289870457985,0.009073297749973213,-0.01189201392680372,0.03864204380834402,3.5540274170976325,0.09070514393990482,3940204.8420594637,366331969.5253678,125479103.23261154,0.09249384471385491,-1.2404654859348718,0.17845444706825073,133030.69129725936,25051524.579247713,62807805.74596834,8.6582750105536,3.1985219106807037,4.4721777966444245,-37768.295661913835,6123642733350.0625,-1534557979764.3843
2011-12,87.46815036809998,1104.4930519228287,76.83277361495357,0.011842676733516574,0.009057538106163367,-0.00668719608508331,-0.0027851386273532496,-0.0185298728185999,0.015744734191246616,0.7847807271650654,-0.1123886009375289,-0.2743396124282037,0.009268958351606032,0.006204081746004751,-0.008772247424713418,0.03419666054261705,3.566745606855803,0.08774767426132561,3955907.201181204,368614899.72995716,125726949.50534517,-0.03524271080008311,-1.0588573358393392,0.1345858030352394,133190.59566481036,25116823.088811062,62805508.74766349,8.595906080601628,3.1582377518118734,4.439957198529452,-39722.2845726711,5985306709374.977,-1658965076302.1484
2012-01,88.44511651650896,1114.400338546737,76.25214643305169,0.01090724761112229,0.00888934231041957,-0.007335021994746419,-0.002017905300702759,-0.01824226960586872,0.016224364305165925,0.7847807271650654,-0.1123886009375289,-0.2743396124282037,0.011842676733516574,0.009057538106163367,-0.00668719608508331,0.03363570999640099,3.5660531078931554,0.08524328724973357,3980048.210140388,371157066.6639847,126289588.23071828,-0.022992181331927306,-0.8470607581641614,0.12975048799335828,133382.1045397983,25058694.206109494,62777725.22106699,8.501796012119891,3.1393173010804225,4.419816295186871,-41871.264475339616,5718444474894.592,-1775842192997.9175
2012-02,89.07949462328749,1119.7821444815563,76.05091283719565,0.007134641123168724,0.004903938331919332,-0.002492806623113559,-0.0022307027912494065,-0.009627447746282273,0.007396744955032829,0.7896358103541617,-0.14247367837874897,-0.2910592527219062,0.01090724761112229,0.00888934231041957,-0.007335021994746419,0.0386475629072523,3.5521124922289116,0.08385543501801532,4001961.3086254294,373415488.5580087,126833419.08863351,0.004839225515952401,-0.6240788887091042,0.1282748269080084,133589.05816329562,24977942.373084057,62753819.527669944,8.414235103455917,3.1292605191681733,4.40570341627617,-42630.07497478261,5538430195277.719,-1858228584951.899
2012-03,89.75500996567597,1124.9685991080946,76.72567290557318,0.007589560710190627,0.004732303252595927,0.008415309272760133,-0.0028572574575947115,0.0008257485625695034,-0.003683006020164248,0.8013411515215938,-0.14814694826076083,-0.28290659897036313,0.007134641123168724,0.004903938331919332,-0.002492806623113559,0.05083335427245394,3.5289337504557197,0.08253118180787924,4021158.9420142607,375348036.34700376,127340869.60203768,0.1046757003798019,-0.46269634134571413,0.1859602089764107,133806.92906214474,24880989.22602178,62734106.45599484,8.316774514711943,3.1271149850739555,4.397243591091717,-44587.37358775481,5438987212780.461,-1908208371177.0872
2012-04,90.41463013299332,1131.2213880740985,77.33607319473509,0.007405723553844233,0.005669038402455798,0.007666388895350719,-0.0017366851513884601,0.0002606653415064852,-0.001997350492894957,0.8048209911807872,-0.13069500976102308,-0.25634244049332483,0.007589560710190627,0.004732303252595927,0.008415309272760133,0.06603502614765833,3.498771804306417,0.0797731472614681,4043811.8000692325,377041089.3546369,127461148.67835483,0.1283301152498314,-0.3142675632863684,0.17176927589793722,134004.34698633605,24975851.33004303,62711820.72797119,8.229553969977866,3.1130244691535967,4.375156105018993,-45899.57589924038,5537293757178.525,-2050511863049.3562
2012-05,91.30481864522582,1140.208581642423,77.67804194572014,0.009899324521992678,0.00803832591689882,0.004345373064542781,-0.0018609986050938604,-0.005553951457449914,0.0036929528523560267,0.8077970585628204,-0.13578259681354662,-0.24660222231413256,0.007405723553844233,0.005669038402455798,0.007666388895350719,0.08548013376104485,3.465680207418019,0.07893732487471357,4063365.4919133624,378379107.31032616,127517596.5677861,0.07631523856748781,-0.14128556831268568,0.08201563493506214,134185.6767099111,25068638.56858448,62693684.45685217,8.154308233079732,3.1043091130280316,4.357313387918965,-46724.788767781596,5699573054022.685,-2168559273776.434
2012-06,92.36629693142748,1150.482499363908,77.97123166796794,0.011695730553893186,0.009115130776756034,0.0037318779886833494,-0.00258059977713715,-0.007963852565209853,0.005383252788072679,0.8083170397882239,-0.14535137878553134,-0.2412111452751281,0.009899324521992678,0.00803832591689882,0.004345373064542781,0.10480297021638423,3.4298393422847053,0.07691672616317045,4079551.629034122,379365169.79852486,127517671.15251069,0.019348271941214974,-0.04237141377332965,-0.0461005461934465,134345.1440983282,25156182.650022794,62679755.33426905,8.092062797975826,3.10048946858275,4.34374782633698,-46959.57762724982,5910143716814.37,-2261562237627.834
2012-07,93.23634483977037,1155.6257357010234,78.20761995882975,0.009599181413522244,0.0046373505848834075,0.003012132697627119,-0.004961830828638828,-0.006587048715895156,0.0016252178872562882,0.8067351760041355,-0.16478056136108848,-0.2491333555516865,0.011695730553893186,0.009115130776756034,0.0037318779886833494,0.1232972698203083,3.359255631585712,0.07666484002723993,4097538.333247988,380356549.04604906,127361914.69380744,-0.038371709888912496,0.022193295601622837,-0.1345205296704246,134495.38597479544,25226923.394869503,62686175.2550383,8.043201823213414,3.094730665732407,4.303070305504656,-46908.138996775946,6300867140806.764,-2306231560490.4805
2012-08,93.81764888037041,1157.3493964987833,78.37796099698119,0.006446934012827939,0.001611855348073728,0.0021717941313733895,-0.00483507866475418,-0.004275139881454596,-0.0005599387832996385,0.8074846920036882,-0.1789360199878046,-0.24969913635442326,0.009599181413522244,0.0046373505848834075,0.003012132697627119,0.1347687768653822,3.2737873913071036,0.07710080531067746,4112165.043082974,381042105.81721777,127165871.4653919,0.042798994676313366,0.19686354998527156,-0.14088299576321506,134644.33959573775,25287979.5256816,62696650.615628235,7.988799926294859,3.092534533344651,4.265878026340756,-47000.08594849405,6712467083420.045,-2326988788905.3364
2012-09,93.97313798186657,1156.5566558081748,78.4403182842731,0.0017786201651622965,-0.0006297474743367291,0.0007932402289166438,-0.0024083676394990117,-0.0009853799362457153,-0.0014229877032533647,0.7823209776674476,-0.17067078904734354,-0.24388064380461943,0.006446934012827939,0.001611855348073728,0.0021717941313733895,0.14621572872124317,3.18899735989627,0.07761759560244898,4123387.256077101,381442005.1045655,126942936.1037865,0.1103766312563936,0.4026796330869253,-0.1372579796009664,134793.02493869854,25338514.129658822,62710180.27404361,7.89047831667803,3.0934490258146337,4.233042913063663,-45985.112634385914,7126377069013.082,-2326642340974.014
2012-10,93.95114354381832,1151.3443266283512,78.633262693311,-0.0001866301215759955,-0.0045922454896722585,0.0024536654681236235,-0.0044056153680962495,0.002640295589699578,-0.00704591095779589,0.7581776043247179,-0.1609768531326906,-0.24885636891872664,0.0017786201651622965,-0.0006297474743367291,0.0007932402289166438,0.1594625479716784,3.0738384322009513,0.07833370751536294,4136023.470019217,382378274.30738986,126690000.9425299,0.08945474867734705,0.42016531748257124,-0.1440295416280188,134937.369045014,25339405.388177253,62731423.723420046,7.8035120116283005,3.09071075594607,4.192655207538246,-45353.90609360453,7902346216679.172,-2293266697445.8647
2012-11,93.94737163858412,1141.6089345769378,79.15172263599403,-2.4376518156638254e-06,-0.008705579954204842,0.006524123926402047,-0.008703142302389184,0.006526561578217658,-0.015229703880606916,0.7374664206782799,-0.14203687868006132,-0.26351368344895054,-0.0001866301215759955,-0.0045922454896722585,0.0024536654681236235,0.17074249878561035,2.9563094024523946,0.07937988860951367,4145604.8017442953,383100007.84326345,126433452.27011693,-0.014685904590243031,0.3807219498132739,-0.21938426153996263,135079.39769619415,25329110.380861275,62753927.26576177,7.71070895189997,3.0899803232098133,4.157352337558958,-45396.309055430174,8656473009069.88,-2245151074292.718
2012-12,93.73994908268813,1129.3273912866014,80.17625732217486,-0.0022515825385150245,-0.011049685775814413,0.012671478316077206,-0.008798103237299395,0.014923060854592184,-0.023721164091891667,0.7135058349450585,-0.1331494184178902,-0.28671035762901714,-2.4376518156638254e-06,-0.008705579954204842,0.006524123926402047,0.17992761327299212,2.848673124574157,0.07976739671668504,4152230.1836452004,383612321.0546336,126183452.68843652,-0.08207848844556048,0.4196105141763733,-0.21520886365736627,135237.26963609,25309693.110360395,62776658.00428616,7.668924765434639,3.0909839432636272,4.127695435418103,-43742.81498340335,9363754044761.861,-2186310804326.566
2013-01,93.44611306957573,1114.7459273165678,82.22133548884699,-0.0032138554104413353,-0.013199592515845182,0.024459373870919912,-0.009985737105403836,0.027673229281361206,-0.037658966386765136,0.6945106294081967,-0.12560191847101068,-0.30656370283228035,-0.0022515825385150245,-0.011049685775814413,0.012671478316077206,0.18323767508952943,2.7553570462061243,0.080368001230905,4166771.275124275,384851508.9947495,126233605.75569181,-0.040445491405871795,0.5226816496033939,-0.18483944307000813,135399.65067364808,25164705.063796133,62833730.08187117,7.6608235282353085,3.0934238724369827,4.110193489770196,-42772.20196030291,9974468148421.477,-2270596157193.091
2013-02,93.23409196832111,1104.498710667668,84.97099768281156,-0.002329060811566209,-0.009187843511329459,0.03210454491942717,-0.006858782699763239,0.034433605730993355,-0.04129238843075665,0.6674886487400389,-0.10065123496049858,-0.2794370872372624,-0.0032138554104413353,-0.013199592515845182,0.024459373870919912,0.1863048148177288,2.674337490360567,0.08041471502183303,4178954.053814328,385922795.9065449,126308839.08452035,0.10566676200558375,0.5633878028562341,-0.20459395645562845,135586.32515531068,25013254.909324154,62889851.59474826,7.610406594307054,3.096993167017948,4.098684580103093,-42011.22331715618,10504378580966.342,-2353349538734.8955
2013-03,93.15243558344264,1098.0303748660658,87.919710414951,-0.0009251376927657528,-0.005747943056553443,0.03404314379428814,-0.004822805363787679,0.03496828148705387,-0.03979108685084158,0.6466958348322058,-0.08504830447761584,-0.25537258942648283,-0.002329060811566209,-0.009187843511329459,0.03210454491942717,0.18567545303103342,2.6064332120033216,0.08043886993080311,4188675.4124328354,386811193.6850756,126402569.38585511,0.1520809238301116,0.5093909905140396,-0.14621301946631962,135770.4487713997,24861991.34392332,62943060.570890725,7.533411953181522,3.1013885736485953,4.0927013351321895,-40072.245596088105,10945734251843.24,-2431697492842.871
2013-04,92.98679382191683,1096.3692753772261,91.22952018920886,-0.0018461598730860767,-0.0014256748138882851,0.03749657324471458,0.0004204850591978022,0.03934273311780066,-0.03892224805860286,0.6083956987430147,-0.0738608334833679,-0.2044951852120968,-0.0009251376927657528,-0.005747943056553443,0.03404314379428814,0.1853026660236786,2.5555983299495386,0.07856794398102257,4199713.356792335,388489645.78363633,126733033.79002008,0.12710492673733106,0.4322265378788977,-0.06485623479542015,135958.39951614788,24927852.512935486,63018672.92920341,7.485463559980514,3.087571347772823,4.060383026839465,-38990.61782332694,11878754412644.482,-2534209160353.043
2013-05,92.90101105629803,1093.8196179850668,94.9197014902327,-0.0009878809518251593,-0.002220844384391262,0.04087016984785588,-0.001232963432566111,0.04185805079968103,-0.043091014232247156,0.547776420265478,-0.004905302140793058,-0.12246897100045247,-0.0018461598730860767,-0.0014256748138882851,0.03749657324471458,0.17616194709153904,2.4821787428307154,0.07665635902442076,4208437.801118197,389993642.1005266,127072708.51643455,0.1500838944558177,0.3712482579685684,-0.019520859020327325,136156.5801673283,25006764.912360743,63088993.19892407,7.430252542260387,3.073791530236936,4.031896851284168,-38654.97354810518,12727911633851.371,-2628738696723.4497
2013-06,92.95563279091087,1096.8855485272911,97.58415012334423,0.0005195001412925177,0.002783885755551006,0.030009741554251713,0.00226438561425846,0.029490241412959195,-0.027225855798700724,0.49337267479184804,0.05009275942769015,-0.09266796906932229,-0.0009878809518251593,-0.002220844384391262,0.04087016984785588,0.1621612629832877,2.411065390923564,0.07478189834789345,4214868.603753247,391292951.1411136,127407474.21452056,0.18228787097443822,0.2826761603709672,0.004746242601763845,136357.22446455684,25093811.64265868,63152178.18322698,7.385938706863516,3.0605602529475466,4.00773622013901,-37119.83940611275,13473941960607.8,-2712938564011.166
2013-07,93.12476003567262,1099.4325064184086,100.29308285036362,0.0017427302155867913,0.002332685311076151,0.029928829500000458,0.0005899550954893308,0.02818609928441367,-0.02759614418892432,0.4311803451790695,0.09649491037419194,-0.08795585491329426,0.0005195001412925177,0.002783885755551006,0.030009741554251713,0.1475546341294008,2.351704089642851,0.07300928558479923,4229662.599602293,393325651.90782076,127994922.89984915,0.1742129558537242,0.25528202139909495,0.0626952948829752,136545.83869978023,25201859.55181223,63219429.36301344,7.315049245268792,3.067041407766033,3.969408325410412,-36075.83140768995,14113173289827.973,-2752625780055.3066
2013-08,93.2670234423824,1100.7179516351678,102.22273111344147,0.0014584552239392328,0.0012070905347635475,0.021486126034272628,-0.0002513646891756953,0.02002767081033342,-0.02027903549950909,0.3691547458611273,0.12724682752056626,-0.08281514834150376,0.0017427302155867913,0.002332685311076151,0.029928829500000458,0.13110570082374443,2.309808080192638,0.07138971652673917,4242567.379838897,395140629.3629786,128559595.29863411,0.17746254215660265,0.25662767747053744,0.1358509157638933,136748.16684847831,25309825.666399788,63277614.38971892,7.235478856215698,3.0750350865705203,3.9354755526882137,-35247.8684312422,14630586296296.57,-2779048921940.752
2013-09,93.35893645899635,1096.8647818830943,103.96387138717859,0.0009245909928217996,-0.003465679649260635,0.01903885339024516,-0.004390270642082444,0.018114262397423406,-0.022504533039505826,0.3333971559443338,0.1097052919346555,-0.07923559939156224,0.0014584552239392328,0.0012070905347635475,0.021486126034272628,0.11520764373304605,2.281328669152734,0.0699609684576354,4253382.397546051,396702480.348751,129083732.63890253,0.1773310951831767,0.23142669722611842,0.20418878417152767,136949.12701805375,25413673.52630922,63325911.24780413,7.166513568412479,3.0840146478079395,3.9065511126485375,-35214.19233509003,15025050740683.756,-2793206732970.602
2013-10,93.25913115590585,1089.379658273216,104.99487996621093,-0.0011309296978621324,-0.006852316255279316,0.011327790493235684,-0.005721386557417191,0.012458720191097863,-0.01818010674851503,0.3152494974028165,0.12398489345462503,-0.062089886804155885,0.0009245909928217996,-0.003465679649260635,0.01903885339024516,0.10224900856596321,2.2653213446755878,0.06874799628173586,4273180.297689156,398694666.9235794,129542149.09167184,0.10484319918639552,0.1150061128723828,0.22836889291158458,137156.38839901588,25506738.449995637,63428366.4053839,7.109148814964275,3.0934954755669484,3.8704809218904925,-34680.92294079481,15202249615637.223,-3004544532359.577
2013-11,93.30975297993245,1081.4243160195736,105.97102747353051,0.0004952890568587902,-0.0073128210666070104,0.010299666569912987,-0.0078081101234658236,0.009804377513054224,-0.017612487636520045,0.32001412721005107,0.13250952826472936,-0.04578253898054317,-0.0011309296978621324,-0.006852316255279316,0.011327790493235684,0.08889983085271917,2.2605155684446787,0.06776392007165617,4290939.431647452,400414681.75254935,129936800.92308806,0.03963436761964169,0.05388213693899317,0.22535815185644853,137379.7960078706,25589858.44325426,63521514.54912481,7.007545693972141,3.1030468488283454,3.8396794751752603,-33856.171845364064,15266501298761.273,-3209051004376.7217
2013-12,93.38523579360762,1072.8114882532436,107.24826036874475,0.0007693210893122511,-0.007957473899801865,0.012740692723490564,-0.008726794989114156,0.011971371634178336,-0.020698166623292488,0.33018742107733884,0.15031664476225137,-0.030513248651526114,0.0004952890568587902,-0.0073128210666070104,0.010299666569912987,0.07909428613948477,2.2654113248317302,0.06701130829040133,4306299.646825222,401838850.0414532,130262453.38267605,0.011738072002164372,0.025563677260399743,0.2330980912649661,137577.98762510196,25661408.245902054,63603258.67571239,6.879650077604872,3.1123000092694695,3.814511515148241,-33094.82697004677,15232338430713.168,-3400081855427.1675
2014-01,93.62949984297121,1066.4002788423666,108.28817423084894,0.0025727819006636896,-0.005908233158133164,0.009934583444507027,-0.008481015058796892,0.007361801543843359,-0.015842816602640267,0.3468628846595745,0.1775805769016613,-0.0024141378703968,0.0007693210893122511,-0.007957473899801865,0.012740692723490564,0.06741853740300485,2.2783697930795346,0.06648366421544466,4319312.841720383,404080536.210467,130773078.7839755,0.05862604302722749,0.08308684863633034,0.1784358613397698,137774.01346380726,25644677.14393135,63657868.35797263,6.74545192578251,3.16471519529682,3.757575817307216,-33179.91531465032,14582473676720.537,-3774524334241.528
2014-02,93.90234804081884,1062.1169903865323,108.67531531123065,0.002882424348637774,-0.003937549726704232,0.0031826113231968323,-0.006819974075342061,0.00030018697455907713,-0.007120161049901136,0.35880997862648784,0.18881666311686865,-0.017837526175373875,0.0025727819006636896,-0.005908233158133164,0.009934583444507027,0.05759095582438425,2.2958206238496857,0.06804202934365232,4329628.619566754,406035134.34623617,131217115.23318094,0.1098198417850101,0.09826203748200896,0.15528162110311156,137960.959921814,25614145.189358827,63698866.39946985,6.644679049516659,3.216842533596438,3.705772630993324,-33915.356083263956,13860296747949.78,-4129201453699.6763
2014-03,94.12374095745861,1058.7436830595782,108.78173799038396,0.0023445491488628435,-0.003106508211016391,0.00012712265390620254,-0.005451057359879285,-0.002217426494956606,-0.0032336308649226772,0.3589046559845778,0.1919432345654978,-0.04793213493783638,0.002882424348637774,-0.003937549726704232,0.0031826113231968323,0.05157785063914232,2.316060556609951,0.06794006360224186,4337264.751252417,407672410.22365606,131587899.70626129,0.21449632666218746,0.10198987159526045,0.18602745611058535,138161.71591405175,25573027.458371226,63726757.119762376,6.561096640333811,3.266770426141246,3.660274698964266,-35302.05488346315,13103736105446.52,-4453777625725.364
2014-04,94.24033965069772,1051.393108716933,108.68272137427489,0.0012383886187133752,-0.006895693696366705,-0.0021123016872311206,-0.008134082315080126,-0.0033506903059444637,-0.00478339200913566,0.41128984439095584,0.21112547684647381,-0.11022183832592432,0.0023445491488628435,-0.003106508211016391,0.00012712265390620254,0.04940754183271884,2.341287228583303,0.0660556403369589,4357372.922513265,409449226.8360759,132026154.64439477,0.2606464765579562,0.08586891040670196,0.5539353862627912,138384.23166067686,25689798.732342847,63779336.34001993,6.4015104685158715,3.344193993824036,3.615579905528407,-36916.23430550259,12798692205364.502,-4427397135982.498
2014-05,94.2692208030498,1041.2210039487998,108.22400877404687,0.0003098681500381833,-0.009666698094401436,-0.005783236572299628,-0.009976566244439659,-0.0060931047223377836,-0.003883461522101856,0.47439633670026415,0.22128461754155537,-0.16444143683241602,0.0012383886187133752,-0.006895693696366705,-0.0021123016872311206,0.049084996528531925,2.3683066286887784,0.06610179404883243,4375299.395990739,410901492.45027995,132390413.66764343,0.30613861109843626,0.09006975925617591,0.6058845499073113,138610.4113580328,25804120.737755865,63821428.5644881,6.277055579901279,3.4170955015860063,3.5782538346506114,-37763.99052777977,12526979182593.62,-4354252152101.718
2014-06,94.30081150243471,1030.9104272478066,107.64202417232629,0.0003443109516911483,-0.009856780470131686,-0.007067978255119181,-0.010201091421822886,-0.0074122892068103265,-0.0027888022150125594,0.5309561020783018,0.28767740756311155,-0.14943165196485203,0.0003098681500381833,-0.009666698094401436,-0.005783236572299628,0.0522201456501531,2.3939616202026035,0.06628720742709371,4390699.183596938,412023429.75546783,132678116.44986816,0.315844227541653,0.041550364806122175,0.5485706683836292,138862.16117485915,25912073.789691087,63853028.384117745,6.134629340332576,3.483419451874206,3.5485909056050873,-38424.99617192364,12293786643891.107,-4244100285099.24
2014-07,94.26800441557056,1021.8201710301696,107.07415420440157,-0.00033833193175515197,-0.008717723768460518,-0.006949007318835574,-0.008379391836705411,-0.006610675387080425,-0.0017687164496249675,0.5782593855560831,0.33694789616117277,-0.13022282557671444,0.0003443109516911483,-0.009856780470131686,-0.007067978255119181,0.05480176694165036,2.4208698022317567,0.06658403852009978,4416766.921177322,413193052.8490475,132931695.07288912,0.27700734298557517,0.04543074084334692,0.49428246902411344,139117.65497510432,26035682.49172261,63884524.04139853,6.031018436436707,3.541665330173893,3.514066506956201,-39011.97611299878,11718259361848.057,-4050681887455.913
2014-08,94.39838322615213,1015.0406968315467,106.46364824275048,0.0013985489967841547,-0.00651088121837534,-0.007330097431716106,-0.007909430215159514,-0.008728646428500247,0.0008192162133407517,0.629458011946802,0.3690208525067524,-0.11328376426569643,-0.00033833193175515197,-0.008717723768460518,-0.006949007318835574,0.05831607877911114,2.418209139372846,0.0669644435046512,4440210.376076499,414062917.9967509,133113368.9622236,0.20812696575094997,0.05784040769336244,0.4671019069801208,139369.90014374632,26147869.170009807,63906750.57353475,5.930535976758842,3.5908606268471064,3.48669452409379,-39133.0224586752,11180387321042.16,-3838493228679.488
2014-09,94.80481459416579,1011.1426176315342,106.6170493999939,0.004293637464155738,-0.0037519243743222835,1.1755187139850937e-05,-0.008045561838478014,-0.004281882277015895,-0.0037636795614621205,0.685410611329571,0.4435191652253738,-0.03834846748959709,0.0013985489967841547,-0.00651088121837534,-0.007330097431716106,0.06249139088673613,2.3923897332162904,0.06740162111009548,4460544.0611379305,414645368.94742066,133227111.05707452,0.18095763388585792,0.027905859227374534,0.4339821077309725,139635.6497817015,26246140.127678555,63920264.85434298,5.8139807869041995,3.630518105512571,3.4664285440072233,-40041.67351029984,10694692436818.068,-3618306922644.046
